session_id,user,sensor,elapsed_sec,sample_count,delta,theta,alpha,beta,gamma_1,gamma_2,ppg_ir,ppg_red,ppg_ambient,acc_x,acc_y,acc_z,drl,ref
0,A9,acc,30,54,,,,,,,,,,-0.250121,0.084470,0.961695,,
0,A9,acc,31,51,,,,,,,,,,-0.158689,0.108506,0.977352,,
0,A9,acc,32,51,,,,,,,,,,-0.139857,0.097619,0.982940,,
0,A9,acc,33,51,,,,,,,,,,-0.207174,0.086507,0.971307,,
0,A9,acc,34,54,,,,,,,,,,-0.234746,0.076293,0.965582,,
0,A9,acc,35,51,,,,,,,,,,-0.242445,0.063477,0.963679,,
0,A9,acc,36,51,,,,,,,,,,-0.240045,0.054933,0.965825,,
0,A9,acc,37,54,,,,,,,,,,-0.243096,0.050806,0.962379,,
0,A9,acc,38,51,,,,,,,,,,-0.303040,0.101296,0.943960,,
0,A9,acc,39,51,,,,,,,,,,-0.289034,0.145055,0.944252,,
0,A9,acc,40,54,,,,,,,,,,-0.226018,0.113491,0.964695,,
0,A9,acc,41,48,,,,,,,,,,-0.220104,0.106567,0.966413,,
0,A9,acc,42,54,,,,,,,,,,-0.217020,0.104902,0.966227,,
0,A9,acc,43,54,,,,,,,,,,-0.220742,0.101409,0.967170,,
0,A9,acc,44,51,,,,,,,,,,-0.248798,0.095446,0.961380,,
0,A9,acc,45,51,,,,,,,,,,-0.225083,0.088557,0.966677,,
0,A9,acc,46,54,,,,,,,,,,-0.211028,0.086175,0.969633,,
0,A9,acc,47,51,,,,,,,,,,-0.109279,0.116644,0.985438,,
0,A9,acc,48,51,,,,,,,,,,-0.173807,0.125467,0.973681,,
0,A9,acc,49,54,,,,,,,,,,-0.194891,0.120306,0.967766,,
0,A9,acc,50,48,,,,,,,,,,-0.326040,0.143640,0.933014,,
0,A9,acc,51,51,,,,,,,,,,-0.362732,0.172907,0.911647,,
0,A9,acc,52,57,,,,,,,,,,-0.350497,0.151808,0.923529,,
0,A9,acc,53,48,,,,,,,,,,-0.382902,0.132612,0.911364,,
0,A9,acc,54,54,,,,,,,,,,-0.369988,0.121075,0.918346,,
0,A9,acc,55,54,,,,,,,,,,-0.360435,0.130653,0.920792,,
0,A9,acc,56,51,,,,,,,,,,-0.307031,0.171105,0.935287,,
0,A9,acc,57,51,,,,,,,,,,-0.346428,0.158360,0.922715,,
0,A9,acc,58,51,,,,,,,,,,-0.310462,0.146249,0.937147,,
0,A9,acc,59,51,,,,,,,,,,-0.245425,0.154418,0.955808,,
0,A9,acc,60,54,,,,,,,,,,-0.241343,0.142697,0.956786,,
0,A9,acc,61,51,,,,,,,,,,-0.240857,0.134462,0.959161,,
0,A9,acc,62,52,,,,,,,,,,-0.294165,0.125231,0.945580,,
0,A9,acc,63,53,,,,,,,,,,-0.372050,0.128607,0.921976,,
0,A9,acc,64,51,,,,,,,,,,-0.221035,0.133890,0.955041,,
0,A9,acc,65,54,,,,,,,,,,-0.232773,0.110214,0.967101,,
0,A9,acc,66,51,,,,,,,,,,-0.252662,0.111037,0.959945,,
0,A9,acc,67,53,,,,,,,,,,-0.259223,0.108842,0.953838,,
0,A9,acc,68,49,,,,,,,,,,-0.277802,0.105856,0.951603,,
0,A9,acc,69,54,,,,,,,,,,-0.246414,0.109092,0.958585,,
0,A9,acc,70,51,,,,,,,,,,-0.278847,0.129488,0.949563,,
0,A9,acc,71,54,,,,,,,,,,-0.273454,0.106995,0.953314,,
0,A9,acc,72,51,,,,,,,,,,-0.260563,0.077546,0.958013,,
0,A9,acc,73,51,,,,,,,,,,-0.259051,0.090295,0.959544,,
0,A9,acc,74,51,,,,,,,,,,-0.244261,0.101045,0.961589,,
0,A9,acc,75,54,,,,,,,,,,-0.259842,0.120983,0.955596,,
0,A9,acc,76,51,,,,,,,,,,-0.228561,0.138909,0.960600,,
0,A9,acc,77,54,,,,,,,,,,-0.287074,0.155811,0.942856,,
0,A9,acc,78,51,,,,,,,,,,-0.302154,0.142509,0.939929,,
0,A9,acc,79,51,,,,,,,,,,-0.300872,0.136592,0.941899,,
0,A9,acc,80,54,,,,,,,,,,-0.293828,0.117897,0.945231,,
0,A9,acc,81,51,,,,,,,,,,-0.283186,0.104077,0.949372,,
0,A9,acc,82,51,,,,,,,,,,-0.271848,0.125175,0.953064,,
0,A9,acc,83,54,,,,,,,,,,-0.240247,0.116675,0.960945,,
0,A9,acc,84,48,,,,,,,,,,-0.231917,0.113235,0.966059,,
0,A9,acc,85,54,,,,,,,,,,-0.255259,0.083373,0.956225,,
0,A9,acc,86,54,,,,,,,,,,-0.242373,0.075291,0.963094,,
0,A9,acc,87,48,,,,,,,,,,-0.294706,0.126218,0.946053,,
0,A9,acc,88,54,,,,,,,,,,-0.233523,0.152240,0.958061,,
0,A9,acc,89,51,,,,,,,,,,-0.280265,0.157998,0.944498,,
0,A9,acc,90,54,,,,,,,,,,-0.291991,0.146084,0.942619,,
0,A9,acc,91,51,,,,,,,,,,-0.267226,0.131905,0.951129,,
0,A9,acc,92,51,,,,,,,,,,-0.271307,0.172399,0.947515,,
0,A9,acc,93,54,,,,,,,,,,-0.293200,0.159063,0.941538,,
0,A9,acc,94,51,,,,,,,,,,-0.305469,0.109096,0.941667,,
0,A9,acc,95,51,,,,,,,,,,-0.275028,0.147868,0.949057,,
0,A9,acc,96,51,,,,,,,,,,-0.244971,0.189350,0.950218,,
0,A9,acc,97,54,,,,,,,,,,-0.278872,0.157611,0.946184,,
0,A9,acc,98,51,,,,,,,,,,-0.278456,0.146293,0.947206,,
0,A9,acc,99,51,,,,,,,,,,-0.314055,0.135131,0.937905,,
0,A9,acc,100,54,,,,,,,,,,-0.303730,0.107143,0.944438,,
0,A9,acc,101,51,,,,,,,,,,-0.290797,0.116721,0.947175,,
0,A9,acc,102,54,,,,,,,,,,-0.267137,0.129885,0.952459,,
0,A9,acc,103,51,,,,,,,,,,-0.248584,0.135292,0.956873,,
0,A9,acc,104,51,,,,,,,,,,-0.216961,0.148566,0.962609,,
0,A9,acc,105,51,,,,,,,,,,-0.254637,0.139717,0.955127,,
0,A9,acc,106,54,,,,,,,,,,-0.274907,0.094715,0.952695,,
0,A9,acc,107,51,,,,,,,,,,-0.234301,0.133217,0.961159,,
0,A9,acc,108,51,,,,,,,,,,-0.224289,0.144426,0.962404,,
0,A9,acc,109,51,,,,,,,,,,-0.246307,0.141442,0.956515,,
0,A9,acc,110,54,,,,,,,,,,-0.265399,0.139122,0.951387,,
0,A9,acc,111,51,,,,,,,,,,-0.213405,0.162277,0.963075,,
0,A9,acc,112,54,,,,,,,,,,-0.233886,0.163423,0.956280,,
0,A9,acc,113,51,,,,,,,,,,-0.258181,0.164788,0.950650,,
0,A9,acc,114,51,,,,,,,,,,-0.255091,0.148891,0.953628,,
0,A9,acc,115,54,,,,,,,,,,-0.240176,0.153221,0.957400,,
0,A9,acc,116,51,,,,,,,,,,-0.237605,0.145099,0.957946,,
0,A9,acc,117,51,,,,,,,,,,-0.257033,0.142342,0.954019,,
0,A9,acc,118,54,,,,,,,,,,-0.229548,0.166649,0.957530,,
0,A9,acc,119,51,,,,,,,,,,-0.192422,0.153801,0.965794,,
0,A9,acc,120,51,,,,,,,,,,-0.231595,0.140442,0.960775,,
0,A9,acc,121,51,,,,,,,,,,-0.227284,0.131107,0.963258,,
0,A9,acc,122,54,,,,,,,,,,-0.255952,0.141119,0.950347,,
0,A9,acc,123,51,,,,,,,,,,-0.265879,0.132480,0.952772,,
0,A9,acc,124,51,,,,,,,,,,-0.215579,0.139700,0.964434,,
0,A9,acc,125,54,,,,,,,,,,-0.205522,0.153594,0.964751,,
0,A9,acc,126,51,,,,,,,,,,-0.197068,0.125207,0.969687,,
0,A9,acc,127,51,,,,,,,,,,-0.212899,0.133186,0.965591,,
0,A9,acc,128,54,,,,,,,,,,-0.210992,0.121434,0.965717,,
0,A9,acc,129,51,,,,,,,,,,-0.193773,0.113385,0.973650,,
0,A9,acc,130,51,,,,,,,,,,-0.223571,0.128556,0.962900,,
0,A9,acc,131,54,,,,,,,,,,-0.258325,0.149190,0.952317,,
0,A9,acc,132,51,,,,,,,,,,-0.237685,0.133666,0.958301,,
0,A9,acc,133,51,,,,,,,,,,-0.218830,0.161170,0.962747,,
0,A9,acc,134,54,,,,,,,,,,-0.217058,0.159440,0.960671,,
0,A9,acc,135,51,,,,,,,,,,-0.234832,0.169376,0.956846,,
0,A9,acc,136,51,,,,,,,,,,-0.223209,0.164815,0.958765,,
0,A9,acc,137,51,,,,,,,,,,-0.242602,0.151731,0.955767,,
0,A9,acc,138,54,,,,,,,,,,-0.271670,0.155542,0.948295,,
0,A9,acc,139,51,,,,,,,,,,-0.258331,0.170468,0.948606,,
0,A9,acc,140,54,,,,,,,,,,-0.262027,0.180410,0.946656,,
0,A9,acc,141,51,,,,,,,,,,-0.287125,0.175104,0.940268,,
0,A9,acc,142,51,,,,,,,,,,-0.289028,0.163070,0.942668,,
0,A9,acc,143,54,,,,,,,,,,-0.276288,0.149544,0.945571,,
0,A9,acc,144,48,,,,,,,,,,-0.296471,0.145044,0.946395,,
0,A9,acc,145,54,,,,,,,,,,-0.351540,0.105254,0.917603,,
0,A9,acc,146,54,,,,,,,,,,-0.240997,0.209555,0.949013,,
0,A9,acc,147,48,,,,,,,,,,-0.267047,0.187883,0.944188,,
0,A9,acc,148,54,,,,,,,,,,-0.259236,0.167025,0.948494,,
0,A9,acc,149,54,,,,,,,,,,-0.215150,0.154487,0.963452,,
0,A9,acc,150,48,,,,,,,,,,-0.257796,0.139476,0.953019,,
0,A9,acc,151,54,,,,,,,,,,-0.271332,0.132878,0.951494,,
0,A9,acc,152,54,,,,,,,,,,-0.239360,0.133885,0.959155,,
0,A9,acc,153,51,,,,,,,,,,-0.247492,0.146244,0.956195,,
0,A9,acc,154,51,,,,,,,,,,-0.292206,0.180246,0.937392,,
0,A9,acc,155,51,,,,,,,,,,-0.221110,0.161853,0.957581,,
0,A9,acc,156,54,,,,,,,,,,-0.190658,0.136735,0.971163,,
0,A9,acc,157,51,,,,,,,,,,-0.280647,0.126389,0.947621,,
0,A9,acc,158,54,,,,,,,,,,-0.315860,0.139156,0.936626,,
0,A9,acc,159,51,,,,,,,,,,-0.307548,0.134665,0.939517,,
0,A9,acc,160,51,,,,,,,,,,-0.297623,0.134092,0.943347,,
0,A9,acc,161,54,,,,,,,,,,-0.298028,0.127433,0.942894,,
0,A9,acc,162,51,,,,,,,,,,-0.251325,0.127461,0.956038,,
0,A9,acc,163,51,,,,,,,,,,-0.203069,0.125328,0.970124,,
0,A9,acc,164,51,,,,,,,,,,-0.230324,0.108748,0.964614,,
0,A9,acc,165,51,,,,,,,,,,-0.262373,0.075101,0.957794,,
0,A9,acc,166,54,,,,,,,,,,-0.171781,0.088321,0.978381,,
0,A9,acc,167,48,,,,,,,,,,-0.216187,0.100952,0.967316,,
0,A9,acc,168,57,,,,,,,,,,-0.204676,0.137510,0.967445,,
0,A9,acc,169,51,,,,,,,,,,-0.215824,0.125413,0.965737,,
0,A9,acc,170,51,,,,,,,,,,-0.219655,0.145127,0.962348,,
0,A9,acc,171,51,,,,,,,,,,-0.199178,0.136870,0.968088,,
0,A9,acc,172,54,,,,,,,,,,-0.192886,0.123220,0.969417,,
0,A9,acc,173,51,,,,,,,,,,-0.179356,0.138903,0.971014,,
0,A9,acc,174,51,,,,,,,,,,-0.220156,0.146784,0.963033,,
0,A9,acc,175,54,,,,,,,,,,-0.187744,0.162413,0.966805,,
0,A9,acc,176,51,,,,,,,,,,-0.192237,0.128151,0.969575,,
0,A9,acc,177,48,,,,,,,,,,-0.219053,0.121534,0.965599,,
0,A9,acc,178,57,,,,,,,,,,-0.225212,0.114705,0.963926,,
0,A9,acc,179,51,,,,,,,,,,-0.290367,0.140552,0.943466,,
0,A9,acc,180,51,,,,,,,,,,-0.260120,0.174611,0.949502,,
0,A9,acc,181,54,,,,,,,,,,-0.200139,0.182876,0.960450,,
0,A9,acc,182,51,,,,,,,,,,-0.252792,0.170371,0.950164,,
0,A9,acc,183,51,,,,,,,,,,-0.218617,0.148442,0.963798,,
0,A9,acc,184,54,,,,,,,,,,-0.203273,0.138126,0.967562,,
0,A9,acc,185,48,,,,,,,,,,-0.189765,0.106265,0.975152,,
0,A9,acc,186,54,,,,,,,,,,-0.180396,0.074905,0.975869,,
0,A9,acc,187,51,,,,,,,,,,-0.204625,0.079877,0.972064,,
0,A9,acc,188,54,,,,,,,,,,-0.253741,0.090769,0.959907,,
0,A9,acc,189,51,,,,,,,,,,-0.245104,0.112264,0.959425,,
0,A9,acc,190,51,,,,,,,,,,-0.212255,0.118920,0.968255,,
0,A9,acc,191,54,,,,,,,,,,-0.231607,0.131664,0.962107,,
0,A9,acc,192,51,,,,,,,,,,-0.224737,0.140974,0.961742,,
0,A9,acc,193,51,,,,,,,,,,-0.232398,0.128722,0.960423,,
0,A9,acc,194,51,,,,,,,,,,-0.249177,0.175434,0.950812,,
0,A9,acc,195,54,,,,,,,,,,-0.267403,0.199305,0.945219,,
0,A9,acc,196,54,,,,,,,,,,-0.255530,0.142774,0.952376,,
0,A9,acc,197,51,,,,,,,,,,-0.241480,0.132482,0.958653,,
0,A9,acc,198,51,,,,,,,,,,-0.272925,0.117940,0.951372,,
0,A9,acc,199,54,,,,,,,,,,-0.261433,0.104032,0.956133,,
0,A9,acc,200,48,,,,,,,,,,-0.212602,0.100089,0.968431,,
0,A9,acc,201,54,,,,,,,,,,-0.215113,0.129621,0.965671,,
0,A9,acc,202,51,,,,,,,,,,-0.233955,0.148424,0.959724,,
0,A9,acc,203,51,,,,,,,,,,-0.235330,0.155370,0.957470,,
0,A9,acc,204,54,,,,,,,,,,-0.250918,0.153196,0.954239,,
0,A9,acc,205,51,,,,,,,,,,-0.226755,0.149710,0.961708,,
0,A9,acc,206,51,,,,,,,,,,-0.216183,0.144929,0.962442,,
0,A9,acc,207,54,,,,,,,,,,-0.193873,0.145868,0.967733,,
0,A9,acc,208,51,,,,,,,,,,-0.181441,0.145029,0.970538,,
0,A9,acc,209,54,,,,,,,,,,-0.171885,0.131175,0.975184,,
0,A9,acc,210,51,,,,,,,,,,-0.170188,0.100826,0.985742,,
0,A9,acc,211,54,,,,,,,,,,-0.203777,-0.091373,0.960579,,
0,A9,acc,212,51,,,,,,,,,,-0.207855,-0.010620,0.972115,,
0,A9,acc,213,51,,,,,,,,,,-0.274839,-0.009215,0.954573,,
0,A9,acc,214,51,,,,,,,,,,-0.189594,0.037198,0.976966,,
0,A9,acc,215,54,,,,,,,,,,-0.167821,0.093403,0.978438,,
0,A9,acc,216,51,,,,,,,,,,-0.186338,0.112333,0.974128,,
0,A9,acc,217,51,,,,,,,,,,-0.215425,0.116986,0.964637,,
0,A9,acc,218,54,,,,,,,,,,-0.318912,0.112380,0.938909,,
0,A9,acc,219,48,,,,,,,,,,-0.247002,0.124645,0.957418,,
0,A9,acc,220,54,,,,,,,,,,-0.205470,0.130874,0.968627,,
0,A9,acc,221,51,,,,,,,,,,-0.211281,0.121464,0.967939,,
0,A9,acc,222,54,,,,,,,,,,-0.235054,0.123875,0.961403,,
0,A9,acc,223,51,,,,,,,,,,-0.203337,0.146525,0.967188,,
0,A9,acc,224,51,,,,,,,,,,-0.186423,0.130324,0.970069,,
0,A9,acc,225,54,,,,,,,,,,-0.208021,0.141665,0.965529,,
0,A9,acc,226,51,,,,,,,,,,-0.231694,0.095418,0.963301,,
0,A9,acc,227,51,,,,,,,,,,-0.249913,0.141016,0.955491,,
0,A9,acc,228,54,,,,,,,,,,-0.267525,0.167070,0.947778,,
0,A9,acc,229,51,,,,,,,,,,-0.259866,0.152497,0.952086,,
0,A9,acc,230,51,,,,,,,,,,-0.261659,0.142608,0.952607,,
0,A9,acc,231,54,,,,,,,,,,-0.211869,0.141372,0.964175,,
0,A9,acc,232,51,,,,,,,,,,-0.233197,0.115343,0.962177,,
0,A9,acc,233,51,,,,,,,,,,-0.287370,0.097142,0.950370,,
0,A9,acc,234,54,,,,,,,,,,-0.247519,0.130836,0.957633,,
0,A9,acc,235,51,,,,,,,,,,-0.266792,0.161001,0.948205,,
0,A9,acc,236,51,,,,,,,,,,-0.299599,0.148629,0.941558,,
0,A9,acc,237,54,,,,,,,,,,-0.219325,0.160192,0.959295,,
0,A9,acc,238,51,,,,,,,,,,-0.199470,0.160846,0.965813,,
0,A9,acc,239,51,,,,,,,,,,-0.251042,0.121678,0.957480,,
0,A9,acc,240,54,,,,,,,,,,-0.186402,0.096903,0.974962,,
0,A9,acc,241,51,,,,,,,,,,-0.210949,0.129243,0.966757,,
0,A9,acc,242,51,,,,,,,,,,-0.264532,0.113175,0.954913,,
0,A9,acc,243,51,,,,,,,,,,-0.283707,0.107185,0.950486,,
0,A9,acc,244,54,,,,,,,,,,-0.273103,0.106321,0.953854,,
0,A9,acc,245,51,,,,,,,,,,-0.252699,0.094924,0.960351,,
0,A9,acc,246,54,,,,,,,,,,-0.278507,0.098241,0.951930,,
0,A9,acc,247,51,,,,,,,,,,-0.268333,0.084719,0.955668,,
0,A9,acc,248,51,,,,,,,,,,-0.221802,0.108269,0.965550,,
0,A9,acc,249,51,,,,,,,,,,-0.268569,0.116046,0.953170,,
0,A9,acc,250,51,,,,,,,,,,-0.269149,0.135546,0.952529,,
0,A9,acc,251,54,,,,,,,,,,-0.234210,0.135099,0.960047,,
0,A9,acc,252,51,,,,,,,,,,-0.229517,0.114486,0.963840,,
0,A9,acc,253,52,,,,,,,,,,-0.266822,0.117929,0.953549,,
0,A9,acc,254,50,,,,,,,,,,-0.222124,0.065010,0.967860,,
0,A9,acc,255,54,,,,,,,,,,-0.226919,0.099650,0.966500,,
0,A9,acc,256,51,,,,,,,,,,-0.279081,0.126041,0.950132,,
0,A9,acc,257,54,,,,,,,,,,-0.274707,0.159002,0.946121,,
0,A9,acc,258,51,,,,,,,,,,-0.222736,0.150008,0.962054,,
0,A9,acc,259,53,,,,,,,,,,-0.232536,0.118810,0.963274,,
0,A9,acc,260,52,,,,,,,,,,-0.212630,0.087313,0.971098,,
0,A9,acc,261,51,,,,,,,,,,-0.197043,-0.008606,0.973151,,
0,A9,acc,262,51,,,,,,,,,,-0.176181,0.057788,0.978718,,
0,A9,acc,263,53,,,,,,,,,,-0.234165,0.100802,0.963818,,
0,A9,acc,264,52,,,,,,,,,,-0.236113,0.124663,0.959441,,
0,A9,acc,265,54,,,,,,,,,,-0.239400,0.116959,0.961860,,
0,A9,acc,266,50,,,,,,,,,,-0.188654,0.121393,0.972212,,
0,A9,acc,267,49,,,,,,,,,,-0.151630,0.115941,0.979261,,
0,A9,acc,268,54,,,,,,,,,,-0.179658,0.103433,0.974559,,
0,A9,acc,269,54,,,,,,,,,,-0.173297,0.075602,0.978921,,
0,A9,acc,270,51,,,,,,,,,,-0.161746,0.081769,0.980056,,
0,A9,acc,271,51,,,,,,,,,,-0.238078,0.130214,0.957622,,
0,A9,acc,272,52,,,,,,,,,,-0.248218,0.100850,0.958998,,
0,A9,acc,273,53,,,,,,,,,,-0.220525,0.050482,0.971267,,
0,A9,acc,274,51,,,,,,,,,,-0.140152,0.119186,0.982466,,
0,A9,acc,275,54,,,,,,,,,,-0.180159,0.170480,0.963298,,
0,A9,acc,276,50,,,,,,,,,,-0.198684,0.158538,0.967249,,
0,A9,acc,277,55,,,,,,,,,,-0.153769,0.128044,0.978046,,
0,A9,acc,278,51,,,,,,,,,,-0.200023,0.127731,0.967775,,
0,A9,acc,279,51,,,,,,,,,,-0.228518,0.128509,0.963549,,
0,A9,acc,280,51,,,,,,,,,,-0.205525,0.112430,0.969087,,
0,A9,acc,281,51,,,,,,,,,,-0.152630,0.102777,0.977857,,
0,A9,acc,282,54,,,,,,,,,,-0.192485,0.129071,0.971460,,
0,A9,acc,283,51,,,,,,,,,,-0.249724,0.132507,0.955547,,
0,A9,acc,284,54,,,,,,,,,,-0.290064,0.137907,0.944395,,
0,A9,acc,285,51,,,,,,,,,,-0.204568,0.150026,0.964250,,
0,A9,acc,286,48,,,,,,,,,,-0.182999,0.150606,0.969002,,
0,A9,acc,287,54,,,,,,,,,,-0.162812,0.102176,0.978560,,
0,A9,acc,288,54,,,,,,,,,,-0.225437,0.105812,0.966700,,
0,A9,acc,289,51,,,,,,,,,,-0.192093,0.137195,0.966489,,
0,A9,acc,290,51,,,,,,,,,,-0.188153,0.218122,0.957225,,
0,A9,acc,291,54,,,,,,,,,,-0.190711,0.233496,0.950720,,
0,A9,acc,292,51,,,,,,,,,,-0.241449,0.193854,0.950508,,
0,A9,acc,293,51,,,,,,,,,,-0.303249,0.163973,0.937289,,
0,A9,acc,294,51,,,,,,,,,,-0.276692,0.140074,0.947073,,
0,A9,acc,295,51,,,,,,,,,,-0.159117,0.088825,0.980794,,
0,A9,acc,296,54,,,,,,,,,,-0.196473,0.071561,0.971861,,
0,A9,acc,297,54,,,,,,,,,,-0.199580,0.111782,0.972556,,
0,A9,acc,298,51,,,,,,,,,,-0.204219,0.118249,0.969505,,
0,A9,acc,299,51,,,,,,,,,,-0.204707,0.129265,0.967428,,
0,A9,acc,300,54,,,,,,,,,,-0.234086,0.119630,0.962559,,
0,A9,acc,301,48,,,,,,,,,,-0.157945,0.116086,0.977397,,
0,A9,acc,302,54,,,,,,,,,,-0.165140,0.115431,0.978431,,
0,A9,acc,303,54,,,,,,,,,,-0.194632,0.117154,0.969135,,
0,A9,acc,304,51,,,,,,,,,,-0.231558,0.194159,0.953856,,
0,A9,acc,305,51,,,,,,,,,,-0.222623,0.114739,0.964644,,
0,A9,acc,306,51,,,,,,,,,,-0.213990,0.113010,0.966105,,
0,A9,acc,307,54,,,,,,,,,,-0.240637,0.185831,0.954250,,
0,A9,acc,308,51,,,,,,,,,,-0.249423,0.160324,0.953407,,
0,A9,acc,309,51,,,,,,,,,,-0.246262,0.114697,0.958465,,
0,A9,acc,310,54,,,,,,,,,,-0.248736,0.076848,0.961377,,
0,A9,acc,311,51,,,,,,,,,,-0.226073,0.080493,0.966074,,
0,A9,acc,312,51,,,,,,,,,,-0.242272,0.096614,0.959609,,
0,A9,acc,313,54,,,,,,,,,,-0.213166,0.120540,0.967919,,
0,A9,acc,314,51,,,,,,,,,,-0.183216,0.113614,0.973079,,
0,A9,acc,315,51,,,,,,,,,,-0.152766,0.107658,0.980519,,
0,A9,acc,316,54,,,,,,,,,,-0.176064,0.057442,0.977909,,
0,A9,acc,317,51,,,,,,,,,,-0.241114,0.046406,0.964381,,
0,A9,acc,318,51,,,,,,,,,,-0.236123,0.132139,0.961149,,
0,A9,acc,319,53,,,,,,,,,,-0.225052,0.136727,0.963972,,
0,A9,acc,320,52,,,,,,,,,,-0.194565,0.154496,0.965664,,
0,A9,acc,321,51,,,,,,,,,,-0.176095,0.160625,0.970706,,
0,A9,acc,322,54,,,,,,,,,,-0.200452,0.113278,0.970314,,
0,A9,acc,323,51,,,,,,,,,,-0.198146,0.117155,0.969271,,
0,A9,acc,324,51,,,,,,,,,,-0.138777,0.102175,0.982625,,
0,A9,acc,325,54,,,,,,,,,,-0.180791,0.168101,0.960725,,
0,A9,acc,326,51,,,,,,,,,,-0.187946,0.256738,0.954319,,
0,A9,acc,327,51,,,,,,,,,,-0.249959,0.182338,0.950421,,
0,A9,acc,328,52,,,,,,,,,,-0.253045,0.175234,0.950232,,
0,A9,acc,329,53,,,,,,,,,,-0.258658,0.176948,0.948654,,
0,A9,acc,330,51,,,,,,,,,,-0.263652,0.187617,0.944493,,
0,A9,acc,331,51,,,,,,,,,,-0.251631,0.176544,0.951023,,
0,A9,acc,332,48,,,,,,,,,,-0.255555,0.179752,0.949320,,
0,A9,acc,333,54,,,,,,,,,,-0.285325,0.184020,0.940226,,
0,A9,acc,334,54,,,,,,,,,,-0.282436,0.194373,0.938802,,
0,A9,acc,335,54,,,,,,,,,,-0.272766,0.176958,0.943589,,
0,A9,acc,336,51,,,,,,,,,,-0.235477,0.168430,0.955746,,
0,A9,acc,337,51,,,,,,,,,,-0.222994,0.167526,0.959487,,
0,A9,acc,338,54,,,,,,,,,,-0.061346,0.205270,0.974842,,
0,A9,acc,339,51,,,,,,,,,,-0.015151,0.209190,0.976468,,
0,A9,acc,340,54,,,,,,,,,,-0.064558,0.201592,0.976850,,
0,A9,acc,341,51,,,,,,,,,,-0.161828,0.156327,0.971422,,
0,A9,acc,342,51,,,,,,,,,,-0.298578,0.124100,0.941936,,
0,A9,acc,343,54,,,,,,,,,,-0.286406,0.154795,0.943253,,
0,A9,acc,344,51,,,,,,,,,,-0.193874,0.149467,0.967345,,
0,A9,acc,345,51,,,,,,,,,,-0.141031,0.176098,0.973301,,
0,A9,acc,346,51,,,,,,,,,,-0.185577,0.152029,0.969150,,
0,A9,acc,347,54,,,,,,,,,,-0.228463,0.137872,0.961421,,
0,A9,acc,348,51,,,,,,,,,,-0.287766,0.114954,0.947493,,
0,A9,acc,349,51,,,,,,,,,,-0.305676,0.125030,0.942385,,
0,A9,acc,350,51,,,,,,,,,,-0.316114,0.124607,0.937545,,
0,A9,acc,351,54,,,,,,,,,,-0.302922,0.123638,0.942306,,
0,A9,acc,352,51,,,,,,,,,,-0.294898,0.124453,0.945565,,
0,A9,acc,353,54,,,,,,,,,,-0.298382,0.130402,0.943511,,
